nombre,frec,edad_media
YADIRA DE JESUS,10,35.8
YADIRA LIZBETH,10,30.8
YAMILI,10,29.7
YANETH GUADALUPE,10,29.9
YANINA,10,38.1
YOLANDA ALICIA,10,45.2
YOVANA,10,31.8
YULIA,10,41.1
YURIDIA GUADALUPE,10,29.8
ZITLALLI,10,28.8
ADOLFA,9,49.9
ADRIANA DEL ROSARIO,9,32.89
ADRIANA LIZBETH,9,27.56
ADRIANA LIZETH,9,28.11
ADRIANA YADIRA,9,33.67
AIDA ELENA,9,46.44
AIDA LUZ,9,48.33
ALBA CRISTINA,9,32.11
ALEJANDRA CONCEPCION,9,35.11
ALEJANDRA YADIRA,9,31.78
ALICIA ADRIANA,9,35
ALICIA CATALINA,9,42.56
ALICIA EUGENIA,9,44
ALICIA ISABEL,9,43
ALMA ARACELY,9,38.56
ALMA CATALINA,9,38.33
ALMA DALIA,9,39.33
ALMA FLOR,9,36.22
ALMA LYDIA,9,45.44
ALMA NANCY,9,38.78
ALMA NOEMI,9,35
AMALIA DEL CARMEN,9,46.11
AMALIA PATRICIA,9,46.78
ANA AMELIA,9,48.67
ANA CARMEN,9,36.67
ANA ESTELA,9,40.56
ANA JESSICA,9,28.89
ANA MINERVA,9,48.45
ANA OFELIA,9,39.44
ANA RITA,9,42.33
ANA ROSARIO,9,36.67
ANA SARAI,9,31.56
ANABEL GUADALUPE,9,30.56
ANACLETA,9,47.67
ANALLELI,9,29.67
ANATALIA,9,46.22
ANAYANTZIN,9,35
ANDREA DEL CARMEN,9,34.11
ANDREA ELIZABETH,9,30.67
ANELL,9,33.89
ANGELICA CONCEPCION,9,38
ANGELICA YAZMIN,9,29.44
ANNABEL,9,34.22
ARACELI DEL ROSARIO,9,40.33
ARACELIS,9,42.44
ARASELI,9,42.56
ARICELDA,9,43.67
ARISTEA,9,42.33
AURORA BEATRIZ,9,42.67
AURORA ISABEL,9,45.78
AYDA,9,39.67
AZUCENA DE JESUS,9,36
BALDRAMINA,9,46.22
BARBARITA,9,47.78
BEATRIZ ADR,9,36
BEATRIZ ANDREA,9,29.67
BEATRIZ AURORA,9,37
BEATRIZ BERENICE,9,33.11
BEATRIZ DEL SOCORRO,9,43.56
BEATRIZ IRENE,9,38.33
BEATRIZ ISABEL,9,38.11
BENERANDA,9,43.33
BERTHA ARACELI,9,41.22
BERTHA AURORA,9,45
BERTHA KARINA,9,34.11
BLANCA ARCELIA,9,48.78
BLANCA ARMIDA,9,39.78
BLANCA CELIA,9,43.89
BLANCA ELVIRA,9,44.33
BLANCA ES,9,42.44
BLANCA GEORGINA,9,41
BLANCA MONICA,9,35.78
BLANCA NELI,9,42
BRENDA ANGELICA,9,32.11
BRENDA CRISTINA,9,31.56
BRENDA IRIS,9,30
BRENDA PAOLA,9,28.11
BRENDA VIRIDIANA,9,26.22
BRIANDA,9,26.11
CARMEN AMALIA,9,49.11
CARMEN KARINA,9,29.11
CARMEN LAURA,9,41.33
CATALINA GUADALUPE,9,45.22
CECILIA ARACELI,9,38
CECILIA GABRIELA,9,36.22
CELIA BEATRIZ,9,41.22
CELIA ESTHER,9,37.44
CELINA GUADALUPE,9,41
CESARIA,9,50.11
CINTHIA LIZETH,9,27.89
CINTHYA ALEJANDRA,9,27.11
CITA,9,46.11
CLAUDIA CARMEN,9,41.56
CLAUDIA GUILLERMINA,9,36.11
CLAUDIA JULIETA,9,40
CLAUDIA MARLENE,9,36.78
CLAUDIA ROSARIO,9,35.11
CLAUDIA SOCORRO,9,37
CORA,9,47.56
CRIMILDA,9,44.89
CRISTINA MARIA,9,39.67
CYNTHIA LIZBETH,9,28.44
CYNTHIA YADIRA,9,31.78
DALIA EDITH,9,34.22
DAMARIZ,9,35.78
DEIFILIA,9,43.78
DELIA DEL CARMEN,9,43.33
DENNISE,9,29.78
DEYSI GUADALUPE,9,29.33
DEYSY,9,31.56
DIANA CONCEPCION,9,34.11
DIANA GEORGINA,9,33.33
DIANA MARINA,9,32.89
DIANA MARLENE,9,35.11
DIANA RUBI,9,31.22
DIANA XOCHITL,9,37.89
DILMA,9,42.22
DOLORES ALEJANDRA,9,36.56
DOMENICA,9,31.78
DONACIANA,9,48.67
DORA EDITH,9,36.56
DORA LIDIA,9,47.56
DULCE CONCEPCION,9,30.11
DULCE MAR,9,45
DULCE MARISOL,9,31.78
DULCE YAZMIN,9,27.33
DULCINEA,9,39.11
EDIHT,9,41
EDITH LILIANA,9,31.44
EDITH MARIA,9,39.89
EDITH ROCIO,9,36.11
EDNA LIZETH,9,29.22
EDNA VERONICA,9,34.33
ELDA LETICIA,9,48.11
ELENA BEATRIZ,9,40.33
ELIANE,9,32.78
ELIANET,9,30.33
ELIDA GUADALUPE,9,33
ELIDET,9,35.33
ELIUTH,9,42.33
ELIZABETH PATRICIA,9,45.33
ELOISA GUADALUPE,9,38
ELOY,9,43.6
ELSA AURORA,9,41.44
ELSA IRENE,9,42.44
ELSA JUDITH,9,37.67
ELVIA ALICIA,9,44.11
ELVIA ANGELICA,9,38.56
ELVIA EDITH,9,36.11
ELVIA VERONICA,9,39.67
EMELINA,9,42.78
EMMA GRACIELA,9,48
EMMA LUZ,9,48.56
EMMA MARIA,9,40.9
ERANDY,9,28.78
ERIKA CONCEPCION,9,31.67
ERIKA ESMERALDA,9,32.89
ERIKA ESTHER,9,36.11
ERIKA LUCIA,9,33.22
ERIKA MARISOL,9,28.33
ERIKA NOHEMI,9,31.56
ERIKA RUBI,9,30.33
ERIKA SOFIA,9,31.67
ERIKA VIANEY,9,29.78
ESTHELA GUADALUPE,9,38.67
ESTRELLITA,9,32.22
ETELBINA,9,45.67
EUGENIA MARGARITA,9,45.44
EVA CRISTINA,9,34.11
EVA ISABEL,9,34.67
EVER,9,38.88
FABIOLA DEL ROCIO,9,33.89
FABIOLA ISABEL,9,35.11
FABIOLA MARGARITA,9,34.56
FELICIDAD,9,47.78
FLOR DE LOS ANGELES,9,38.22
FLOR KARINA,9,28.89
FLOR VERONICA,9,36.67
FLORELIA,9,40.67
FLORICELA,9,37
FRANCISCA ELIZABETH,9,39.3
FRANCISCA ISABEL,9,42.33
FRANCISCO,9,46.73
GABRIELA CATALINA,9,43.11
GABRIELA LIZETH,9,28.22
GABRIELA YAZMIN,9,30.44
GARCIA,9,43.33
GEMA ELIZABETH,9,40.56
GERMANA,9,46.11
GILDARDA,9,49.33
GIOVANA,9,32.56
GLADYS BEATRIZ,9,43.33
GLADYS EDITH,9,38.78
GLORIA AMPARO,9,41
GLORIA ARMIDA,9,44.78
GLORIA CECILIA,9,41.78
GLORIA KARINA,9,30.56
GLORIA LIZETH,9,28.56
GLORIA MAGDALENA,9,45
GRACIELA DE JESUS,9,39.89
GRACIELA MARIA,9,41.44
GRISELDA VERONICA,9,37.33
GUADALU,9,42.7
GUADALUPE ABIGAIL,9,31.89
GUADALUPE ASUNCION,9,40
GUADALUPE CAROLINA,9,36.11
GUADALUPE ESTHER,9,48.22
GUADALUPE LILIANA,9,32.44
GUADALUPE LOURDES,9,48.2
GUADALUPE MAGDALENA,9,42.78
GUADALUPE MARISOL,9,32.56
GUADALUPE MIREYA,9,38.11
GUADALUPE TRINIDAD,9,46.44
HELIODORA,9,39.67
HERNESTINA,9,45.78
HILDA ADRIANA,9,38.33
HILDA ELENA,9,40.56
HILDA IRENE,9,41.56
HILDA MARICELA,9,41.89
HILDA ROCIO,9,35.89
HILIANA,9,43.11
HYPATIA,9,32.56
ILEANA ELIZABETH,9,34.22
ILEANA PATRICIA,9,34.33
ILIA,9,38.78
ILIANA ELIZABETH,9,37.89
INDALECIA,9,49.22
IRENE ISABEL,9,37.33
IRINEA,9,47.11
IRIS GABRIELA,9,30.78
IRMA ARACELY,9,39.33
IRMA CRISTINA,9,37.56
IRMA DE JESUS,9,44
IRMA IVONNE,9,35
IRMA LIDIA,9,40.78
IRMA MIREYA,9,47.78
IRMA RUTH,9,45.89
ISABEL ALEJANDRA,9,29.78
ISAIAS,9,44.54
ISELA MARIA,9,36.44
ITZEL ALEJANDRA,9,24.89
IVONNE ALEJANDRA,9,35
IZTACCIHUATL,9,32
JANICE,9,28.89
JAZMIN LIZETH,9,27.67
JEORGINA,9,46.44
JESSICA FABIOLA,9,30.89
JOCABETH,9,33.6
JUAN,9,47.27
JUANA ARACELY,9,42.22
JUANA CAROLINA,9,42.33
JUANA ELIA,9,47.89
JUANA ELISA,9,39.89
JUANA ELSA,9,47.22
JUANA GRACIELA,9,47
JUANA IDALIA,9,43.56
JUANA IRMA,9,49.44
JUANA JOSEFINA,9,48.44
JUANA LILIANA,9,31.44
JUANA LOURDES,9,41.11
JUANA ROSALIA,9,43.67
JUANITA ELIZABETH,9,34.44
JUDITH PATRICIA,9,42.44
JULIETA ELIZABETH,9,39.56
JUVENCIA,9,44.56
KARINA MARIBEL,9,32.44
KARLA LUCIA,9,33.89
KARLA NALLELY,9,26.44
KARLA RUBI,9,27.11
KARLA TERESA,9,30.89
KATHIA,9,33
LADY DIANA,9,29.78
LAURA EMILIA,9,42.89
LAURA MARIBEL,9,34.44
LAURA PATRICI,9,40.22
LAURA RAQUEL,9,43.44
LAURA SOCORRO,9,47.78
LAURA VANESSA,9,30.78
LEIDY GUADALUPE,9,32.67
LEILA,9,40.22
LETICIA ANGELICA,9,47.33
LETICIA IVONNE,9,36.56
LETICIA SOCORRO,9,45.67
LEYDA,9,37.11
LEYDY,9,33.33
LIDIA LORENA,9,37.44
LIDIA VERONICA,9,38.44
LIGIA DEL SOCORRO,9,44.89
LILIA ALEJANDRA,9,33.78
LILIA TERESA,9,40.56
LILIA YOLANDA,9,41.78
LILIANA KARINA,9,32.56
LILIANA LIZETH,9,28.67
LILLIAN,9,40
LINDA GUADALUPE,9,31.67
LIZBETH DEL CARMEN,9,34.22
LIZBETH KARINA,9,34.33
LORENA ANGELICA,9,40.44
LOURDES CAROLINA,9,32.33
LOURDES ELENA,9,38.22
LOURDES FABIOLA,9,33.56
LUCIA ARACELI,9,39.33
LUISA ALEJANDRA,9,36.67
LUISA FERNANDA,9,30.89
LUZ AIDE,9,38.56
LUZ AMANDA,9,45
LUZ ARMIDA,9,44.5
LUZ CECILIA,9,40.56
LUZ MARTINA,9,47.56
LUZ VIANEY,9,36.78
LUZ YADIRA,9,37.78
M CARMEN,9,55.33
MA ADELA,9,46.33
MA ALEJANDRINA,9,48.56
MA ANA,9,50
MA BELEM,9,46.22
MA BERENICE,9,42
MA CELIA,9,51.22
MA DE LOS ANGE,9,46.78
MA DE LOS ANGEL,9,48.11
MA DE LOS DOLORES,9,52
MA DE LOURDE,9,49.33
MA DEL SAGRARIO,9,40.11
MA DOMINGA,9,46.56
MA ELEAZAR,9,47.89
MA HERLINDA,9,47.22
MA IGNACIA,9,52.67
MA MERCED,9,45.22
MA MICAELA,9,48.78
MA NOEMI,9,50.44
MA ROSALVA,9,46.44
MA RUFINA,9,50.11
MA SANJUANA,9,46.67
MA. ANGELINA,9,48.33
MA. CELIA,9,46.78
MA. GRICELDA,9,48.89
MA. LILIA,9,47.44
MA. MERCED,9,44.89
MA. MINERVA,9,49
MA. REBECA,9,42.44
MA. SALUD,9,51.11
MA.CONCEPCION,9,52.78
MA.DE JESUS,9,51.33
MAITE,9,39.89
MALINALLI,9,34.44
MARGARITA ARACELI,9,49.78
MARGARITA EUGENIA,9,49.67
MARGARITA MAGDALENA,9,45.89
MARGOTH,9,41.33
MARIA ACELA,9,47.33
MARIA ADOLFINA,9,43
MARIA ANEL,9,36.44
MARIA BELINDA,9,48.22
MARIA CANDIDA,9,46.78
MARIA CATARINA,9,47.44
MARIA CELESTINA,9,44.67
MARIA CON,9,48.33
MARIA CR,9,47.33
MARIA DE LA ASUNCION,9,53
MARIA DE LA SALUD,9,40.22
MARIA DEL CORAL,9,41.11
MARIA DEL MILAGRO,9,39.44
MARIA DEYANIRA,9,40.33
MARIA EDILIA,9,39
MARIA ELIZABE,9,48
MARIA EUSEBIA,9,47.44
MARIA FE,9,45.33
MARIA ILDA,9,47.22
MARIA JESU,9,49.56
MARIA JUANITA,9,43.89
MARIA JUSTINA,9,44.67
MARIA MAGNOLIA,9,44.67
MARIA MAR,9,45.11
MARIA MIRELLA,9,47.33
MARIA NALLELY,9,26.44
MARIA NOELIA,9,40.56
MARIA PAOLA,9,31.78
MARIA PATROCINIO,9,46
MARIA PUEBLITO,9,46.67
MARIA REMEDIO,9,53.22
MARIA RICARDA,9,46.22
MARIA ROCI,9,45.89
MARIA ROMANA,9,48.22
MARIA VICTORI,9,47.67
MARIANA ALEJANDRA,9,26.33
MARIELY,9,25.67
MARISELA DEL CARMEN,9,39.11
MARISSA GUADALUPE,9,39.11
MARITERE,9,30.67
MARTHA ANDREA,9,35.89
MARTHA CANDELARIA,9,38.67
MARTHA EMILIA,9,48.56
MARTHA EVA,9,47
MARTHA GISELA,9,37.67
MARTHA GRICELDA,9,45.89
MARTHA LAUR,9,46.44
MARTHA LIZETH,9,31.56
MARTHA MAYELA,9,36.78
MARTHA MINERVA,9,40.67
MARTHA OLIVA,9,39.33
MARTHA SELENE,9,32.67
MARTHA SOFIA,9,41.33
MARTHA SONIA,9,47.44
MARTINA ALICIA,9,47.78
MARTINA DE JESUS,9,46.89
MAYRA DOLORES,9,32.78
MAYRA NAYELI,9,28.22
MAYRA YANET,9,30
MAYRA YANETH,9,27
MELESIA,9,38.33
MERCEDES GABRIELA,9,42.78
MERCEDES PATRICIA,9,46
MILDRED DEL CARMEN,9,43.11
MIREYA ELIZABETH,9,39.56
MIRIAM AIDE,9,33.78
MIRIAM DOLORES,9,43.78
MIRIAM FABIOLA,9,35.44
MIRIAM ISABEL,9,30.33
MIRIAM LILIANA,9,30.89
MIRIAM YAZMIN,9,28
MIRNA MIREYA,9,42.56
MIRNA YOLANDA,9,46.33
MONICA ALICIA,9,36
MONICA LUCIA,9,33.44
MONICA MARCELA,9,41.33
MONICA SUSANA,9,33.33
MONSERRAT GUADALUPE,9,27.5
NAARA,9,36.67
NADIA ALEJANDRA,9,29
NADIA MARIA,9,31.78
NAHIELY,9,33.78
NANCY CECILIA,9,31.22
NANCY DEL ROSARIO,9,44.67
NANCY IVONNE,9,32.67
NANCY MAGALI,9,35.11
NEIDY,9,31.78
NELLY PATRICIA,9,40.33
NEMORIA,9,44.56
NICTE,9,34.22
NIDIA KARINA,9,31.89
NIMBE,9,33.33
NOEMI ARACELI,9,38.44
NORA DELIA,9,46.56
NORA JUDITH,9,37.33
NORA KARINA,9,32.89
NORA LILIA,9,39.89
NORA LILIANA,9,33.22
NORALBA,9,36.56
NORMA ELSA,9,43.44
NORMA INES,9,48.22
NORMA IRIS,9,36.11
NORMA IVETTE,9,32.22
NORMA JOSEFINA,9,41
ODULIA,9,46.67
OLGA LIBIA,9,40.89
ONEYDA,9,34.78
ONORINA,9,43.44
ORIANA,9,35
PAOLA LIZBETH,9,28
PATRICIA AURORA,9,48.11
PATRICIA CAROLINA,9,42.67
PATRICIA DEL,9,41.11
PATRICIA ESPERANZA,9,43.89
PAZ ANGELICA,9,45.44
PERLA ALICIA,9,35.78
PERLA OLIVIA,9,36.89
PILAR DEL CARMEN,9,38.11
RAQUEL ALEJANDRA,9,31.56
REBECA DEL CARMEN,9,47.78
REYNA BERENICE,9,28.67
REYNA VERONICA,9,37
RITA ANGELICA,9,42.11
RITA CECILIA,9,42.89
RITA MARGARITA,9,46.78
ROCIO ISELA,9,36.56
ROCIO LIZETH,9,28.33
RODOLFINA,9,45.22
RODRIGUEZ,9,49.67
ROSA ARELY,9,32.44
ROSA DALIA,9,41.22
ROSA ERENDIRA,9,40
ROSA FABIOLA,9,32.44
ROSA HERMINIA,9,48.89
ROSA JULIA,9,40.22
ROSA LILIANA,9,32.3
ROSA MARCELA,9,41.89
ROSA MARGARIT,9,45.89
ROSA MARIA DE LOS ANGELES,9,45
ROSA MARIBEL,9,40.11
ROSA MAYRA,9,37.11
ROSA MERCEDES,9,39.67
ROSA REYNA,9,42.56
ROSALBA DEL CARMEN,9,42.44
ROSARIA,9,40.11
ROSARIO ANGELICA,9,41.78
ROXANA ELIZABETH,9,29.22
RUBI ELIZABETH,9,34.56
RUTH ALEJANDRA,9,32.89
RUTH ISABEL,9,36.89
RUTH PATRICIA,9,43.78
SAC NICTE,9,31.22
SAMANTA,9,33.22
SANDRA AIDE,9,39.22
SANDRA CONCEPCION,9,40.44
SANDRA DOLORES,9,36.78
SANDRA ESMERALDA,9,34.4
SANDRA IVETH,9,31.11
SANDRA JULIETA,9,38.11
SANDRA NELLY,9,34.56
SANDRA RAQUEL,9,34.78
SARA ALEJANDRA,9,38.11
SARA CAROLINA,9,33.89
SARA CECILIA,9,36.11
SELENE DE JESUS,9,32.33
SELENE DEL CARMEN,9,35.11
SELENE ELIZABETH,9,29.56
SENAIDA,9,48.44
SHEYLA,9,36.89
SILVIA ELVIRA,9,48.44
SILVIA GRACIELA,9,44.56
SILVIA GUILLERMINA,9,50.67
SILVIA JANETH,9,32.89
SOFIA MARGARITA,9,42.89
SONIA BEATRIZ,9,47.22
SONIA IMELDA,9,42.11
SONIA JUDITH,9,38.89
SUSANA ALICIA,9,44
TANIA GABRIELA,9,31
TANIA LIZETH,9,28.67
TANIA MONSERRAT,9,27
TANIA VANESSA,9,30.56
TANNIA,9,30.11
TARSILA,9,44.89
TELESFORA,9,48.22
TERESA ADRIANA,9,36.56
TERESA J,9,47
TERESITA DE J,9,43.67
TERESITA DEL,9,49.11
TERESITA DEL NINO JESUS,9,49.56
THELMA GUADALUPE,9,42.33
TONATZIN,9,33.6
VERONICA BERENICE,9,31.78
VERONICA CECILIA,9,38
VERONICA GRACIELA,9,39.56
VERONICA LIZETH,9,32.56
VERONICA MARGARITA,9,38.9
VERONICA SUSANA,9,38.67
VIRGINIA PATRICIA,9,49.33
WENDY ADRIANA,9,30.56
YADIRA LIZETH,9,29.22
YADIRA MARISOL,9,33.56
YADIRA NOEMI,9,34.89
YADIRALIA,9,34.44
YAEL,9,31.89
YANELLI,9,30
YASMIN DEL CARMEN,9,39.78
YAZMIN DEL CARMEN,9,34.78
YEDITH,9,31.33
YERALDIN,9,28.56
YOLANDA DEL SOCORRO,9,51.78
YOLOTZIN,9,30.78
ZAMIRA,9,34.89
ZARINA,9,39.22
ZEIDA,9,37.67
ZOILA DEL CARMEN,9,46.44
ZOILA MARIA,9,47.89
ZULEIKA,9,34.33
ABAD,8,44
ADA NELLY,8,33.88
ADARELI,8,35.75
ADELA DEL CARMEN,8,41.75
ADRIANA INES,8,33.88
ADRIANA ISELA,8,35.62
ADRIANA MARIBEL,8,31.12
AIDA PATRICIA,8,47
AIDA ROSA,8,45.38
AIDEE BERENICE,8,32
AIMEE,8,36.62
ALBA AURORA,8,46
ALBA DELIA,8,43.12
ALBA ELIZABETH,8,33.25
ALBA ROSARIO,8,35.75
ALCIRA,8,43.38
ALEJANDRA CAROLINA,8,33
ALEJANDRA IVONNE,8,30.62
ALEJANDRA PAOLA,8,26.62
ALEJANDRIA,8,39.88
ALICIA ALEJANDRA,8,38
ALICIA ANGELICA,8,39.75
ALICIA DEL ROSARIO,8,37.75
ALICIA JUDITH,8,43
ALMA ADELA,8,42.75
ALMA ERENDIRA,8,38.75
ALMA ERIKA,8,32.75
ALMA FRANCISCA,8,40.62
ALMA HILDA,8,42.12
ALMA JESSICA,8,28.62
ALMA NAYELI,8,30.12
ALMA SOCORRO,8,39.5
ALMA SONIA,8,41.12
ALMA YAZMIN,8,34.25
ALVINA,8,44.12
AMADA GUADALUPE,8,42.88
AMADELIA,8,47.5
AMAIRANI,8,22.88
AMARANTA,8,32.25
AMBROCIA,8,47.5
AMERICA GABRIELA,8,31.62
AMPELIA,8,48.12
ANA BARBARA,8,36.62
ANA CARINA,8,34.5
ANA DANIELA,8,25.62
ANA ELDA,8,44.89
ANA ELVA,8,44.62
ANA JOSEFA,8,46.38
ANA KARLA,8,33.12
ANA LILIAN,8,36.75
ANA MAYELA,8,36.88
ANA MONICA,8,34
ANA YANCY,8,31.88
ANADELIA,8,41
ANAVELIA,8,42.62
ANDREA ISABEL,8,32.5
ANDRES,8,44.95
ANGELICA ARACELI,8,35.25
ANGELICA BERENICE,8,30.5
ANGELICA DE JESUS,8,30.62
ANGELICA ELIZABETH,8,34.62
ANGELICA FABIOLA,8,34
ANGELICA MA.,8,42.62
ANGELICA TERESA,8,45
ANTONIA ELIZABETH,8,38.5
ANTONIA PATRICIA,8,43.88
ARIADNA BERENICE,8,32.75
ARIADNA GUADALUPE,8,29.75
ARIDAI,8,31.38
ARISBEL,8,31.78
ASENET,8,38.12
AURORA ELIZABETH,8,35
AURORA LETICIA,8,49.88
AZUCENA MARGARITA,8,29.62
BACILISA,8,43.38
BEATRIZ ADRIAN,8,37.25
BEATRIZ DEL ROSARIO,8,38.75
BEATRIZ ESTELA,8,39.38
BELLARMINA,8,46.88
BELMA,8,40.25
BERNABE,8,44.64
BERTHA IDALIA,8,41.62
BERTHA JOSEFINA,8,54
BERTHA LAURA,8,40.62
BERTHA LORENA,8,38.88
BERTHA MONICA,8,42.88
BERTHA SILVIA,8,51.62
BETHSABE,8,32.38
BETINA,8,36.75
BIBIANA GUADALUPE,8,31.5
BLANCA CRISTINA,8,38.12
BLANCA GLORIA,8,46
BLANCA HORTENSIA,8,49.5
BLANCA JANETH,8,31.5
BLANCA JAZMIN,8,31
BLANCA MAGDALENA,8,38.88
BLANCA NAYELI,8,29.75
BLANCA YOLANDA,8,44.25
BRENDA ESTHER,8,40.25
BRENDA IVETTE,8,27.62
BRENDA JOSEFINA,8,30.12
BRENDA MARISOL,8,28.5
BRENDA NOEMI,8,33.75
BRENDA YANET,8,30.75
BRENDA YANETH,8,31.25
BRICEYDA,8,35.12
CARLA KARINA,8,29.38
CARMEN DE JESUS,8,37.89
CARMEN ELISA,8,37.88
CARMEN GRACIELA,8,44.75
CARMEN ISELA,8,36.38
CARMEN SUSANA,8,39.5
CECILIA EUGENIA,8,47.75
CECILIA IVONNE,8,34.62
CELIA LORENA,8,43.25
CINDY ELIZABETH,8,26.5
CINDY GABRIELA,8,27.12
CINTHIA DEL CARMEN,8,34
CINTHIA ELIZABETH,8,28.38
CINTHYA BERENICE,8,28.38
CINTHYA ELIZABETH,8,29.12
CITLALIC,8,36.62
CLARA ALICIA,8,42
CLARA ROSA,8,40
CLAUDIA ANEL,8,33.12
CLAUDIA AURORA,8,39
CLAUDIA ELSA,8,41.75
CLAUDIA EMILIA,8,36.62
CLAUDIA IVON,8,32.88
CLAUDIA LIZET,8,31.5
CLAUDIA LUCERO,8,33.5
CLAUDIA MARIELA,8,34.88
CLAUDIA MIRIAM,8,37.38
CLAUDIA ROXANA,8,36.5
CLISERIA,8,48.62
CONRADA,8,49.88
CONSUELO MARGARITA,8,50.62
CRUZ ALEJANDRA,8,34
CYNTHIA JAZMIN,8,26
CYNTHIA JUDITH,8,31.25
CYNTHIA PATRICIA,8,32.38
CYNTHIA VERONICA,8,31.88
DALIA AZUCENA,8,32.89
DALIA CRISTINA,8,30.12
DALIA ELIZABETH,8,28.12
DALINA,8,37
DANIELLA,8,31.75
DAVID,8,42.07
DAYANARA,8,36.88
DELTA MARIA,8,45.62
DIANA AURORA,8,37.38
DIANA ELVIRA,8,33.75
DIANA JANET,8,29.88
DIANA MIREYA,8,37.38
DIANA PAMELA,8,26.25
DIANA ROSA,8,39
DIMPNA,8,41.25
DOLORES ARACELI,8,40.62
DOLORES BEATRIZ,8,46
DOLORES CRISTINA,8,42.62
DORALI,8,31.62
DORCAS,8,33.88
DORISMILDA,8,37.5
DULCE ARELY,8,28.38
DULCE ELIZABETH,8,25.88
DULCE FABIOLA,8,29.88
DULCE SOLEDAD,8,27.88
EDALI,8,42.38
EDID,8,41.12
EDITA,8,39.12
EDITH ANGELICA,8,38.25
EDITH CRISTINA,8,39.12
EDITH ISABEL,8,42
EDNA ROCIO,8,30
ELDA MARGARITA,8,40.88
ELENA DEL CARMEN,8,36.12
ELENA ELIZABETH,8,38.12
ELIA EDITH,8,37.12
ELIA ELIZABETH,8,41
ELISA DEL CARMEN,8,45
ELISA MARGARITA,8,40.12
ELSA ANGELICA,8,45.38
ELSA CATALINA,8,44.38
ELSA ELENA,8,50.5
ELSA OLIVIA,8,45.62
ELSY DEL CARMEN,8,40
ELVIA BEATRIZ,8,35.62
ELVIA DEL CARMEN,8,43.5
ELVIA DOLORES,8,45.75
EMILIA MARGARITA,8,42.75
EMILY,8,35.5
EMMA CECILIA,8,36.25
EMMA DEL CARMEN,8,48.62
EMMA EDITH,8,37
ERICELDA,8,43
ERIKA VIRIDIANA,8,26.75
ERIKA YANETH,8,30.38
ERMA,8,46.38
ERMILA,8,50.75
ESBEYDI,8,31.12
ESCOLASTICA,8,46.88
ESPERANZA MARGARITA,8,42.88
ESTEFANI,8,25.88
ESTEFANY,8,25.5
ESTELITA,8,43.75
ESTHER DEL CARMEN,8,41.62
EUSTOQUIA,8,40.62
EUSTORGIA,8,44.25
EVA CECILIA,8,36.38
EVA IRENE,8,43.38
EVA LAURA,8,39.12
EVELIA GUADALUPE,8,32.5
FANNY MARIA,8,39.25
FARIDE,8,34.62
FATIMA MARIA,8,29.88
FE,8,49
FIDALMA,8,42.25
FILADELFA,8,47.5
FLOR ANGEL,8,40.62
FLOR DE GUADALUPE,8,34
FLOR DE LUZ,8,37.88
FLOR LETICIA,8,34.62
FLOR LILIANA,8,33.62
FLORA GUADALUPE,8,46.88
FLORA MARGARITA,8,43.25
FRANCISCA ALICIA,8,44.62
GABRIELA ANAHI,8,27.75
GABRIELA MARISOL,8,28.75
GABRIELA NOEMI,8,36
GENEROSA,8,44.5
GENOBEVA,8,48
GEORGINA BEATRIZ,8,38.75
GEORGINA GABRIELA,8,35.25
GEORGINA ISABEL,8,38.75
GERARDO,8,43.06
GLADIS DEL CARMEN,8,38.38
GLADYS NOEMI,8,42.5
GLORIA AZUCENA,8,34.5
GLORIA CRISTINA,8,49.12
GLORIA ELSA,8,44.75
GLORIA ESMERALDA,8,38.12
GLORIA LILIANA,8,32.88
GLORIELA,8,32.38
GRISELDA ELIZABETH,8,37.75
GRISELDA MARGARITA,8,41.12
GUADALUPE DOLORES,8,40.25
GUADALUPE ISELA,8,38.62
GUADALUPE LIZBETH,8,26.38
GUADALUPE M,8,42.62
GUADALUPE MERCEDES,8,40.38
GUADALUPE NAYELI,8,26.5
GUADALUPE SOLEDAD,8,40
GUADALUPE VIRGINIA,8,42
GUADALUPE YADIRA,8,30.62
GUILLERMINA GUADALUPE,8,40.25
GUMECINDA,8,46.12
HELIA,8,48
HERCILIA,8,50.25
HILDA AURORA,8,43.62
HILDA RAQUEL,8,43.62
HILDELIZA,8,44.12
HORTENCIA GUADALUPE,8,38.5
IBET,8,33.62
ILDELISA,8,46.75
ILLIANA,8,36.5
INDIRA GUADALUPE,8,30
IRASEMA GUADALUPE,8,41.22
IRIS LILIANA,8,27.88
IRIS LIZETH,8,28.62
IRMA ANTONIA,8,47.5
IRMA DEL SOCORRO,8,53.5
IRMA LOURDES,8,48.62
IRMA YADIRA,8,31.62
ISABEL REYNA,8,47.5
ISOLINA,8,42
IVONNE MARIA,8,42
IVONNE ROCIO,8,35.5
JACQUELINE ELIZABETH,8,31.5
JADE,8,34.75
JANELY,8,29.5
JAVIER,8,44.06
JAZMIN ADRIANA,8,29.62
JEMIMA,8,37.5
JENNY DEL CARMEN,8,30.88
JENNYFER,8,32.5
JESUS ADRIANA,8,36.88
JORGELINA,8,45
JOSE MARIA,8,46.1
JOSEFINA ISABEL,8,47.25
JOSEFINA LETICIA,8,44.38
JOSEFINA YOLANDA,8,51.88
JOSELYN,8,27.5
JUANA AMELIA,8,43.38
JUANA DE DIOS,8,47.12
JUANA DOLORES,8,42.12
